"concept_code","c_name"
"S14.0XXA","S14.0XXA Concussion And Edema Of Cervical Spinal Cord, Initial Encounter"
"S14.101A","S14.101A Unspecified Injury At C1 Level Of Cervical Spinal Cord, Initial Encounter"
"S14.114A","S14.114A Complete Lesion At C4 Level Of Cervical Spinal Cord, Initial Encounter"
"S15.8XXA","S15.8XXA Injury Of Other Blood Vessels At Neck Level, Initial Encounter"
"S16.2XXA","S16.2XXA Laceration Of Muscle, Fascia And Tendon At Neck Level, Initial Encounter"
"S19.81XA","S19.81XA Other Specified Injuries Of Larynx, Initial Encounter"
"S20.212A","S20.212A Contusion Of Left Front Wall Of Thorax, Initial Encounter"
"S21.419A","S21.419A Laceration Without Foreign Body Of Unspecified Back Wall Of Thorax With Penetration Into Thoracic Cavity, Initial Encounter"
"S22.010S","S22.010S Wedge Compression Fracture Of First Thoracic Vertebra, Sequela"
"S22.018A","S22.018A Other Fracture Of First Thoracic Vertebra, Initial Encounter For Closed Fracture"
"S22.019A","S22.019A Unspecified Fracture Of First Thoracic Vertebra, Initial Encounter For Closed Fracture"
"S22.040A","S22.040A Wedge Compression Fracture Of Fourth Thoracic Vertebra, Initial Encounter For Closed Fracture"
"S22.070A","S22.070A Wedge Compression Fracture Of T9-T10 Vertebra, Initial Encounter For Closed Fracture"
"S22.071A","S22.071A Stable Burst Fracture Of T9-T10 Vertebra, Initial Encounter For Closed Fracture"
"S22.39XA","S22.39XA Fracture Of Rib, Unspecified Side, Initial Encounter For Closed Fracture"
"S22.41XB","S22.41XB Multiple Fractures Of Ribs, Right Side, Initial Encounter For Open Fracture"
"S24.113A","S24.113A Complete Lesion At T7-T10 Level Of Thoracic Spinal Cord, Initial Encounter"
"S25.511A","S25.511A Laceration Of Intercostal Blood Vessels, Right Side, Initial Encounter"
"S26.90XA","S26.90XA Unspecified Injury Of Heart, Unspecified With Or Without Hemopericardium, Initial Encounter"
"S30.0XXA","S30.0XXA Contusion Of Lower Back And Pelvis, Initial Encounter"
"S30.1XXD","S30.1XXD Contusion Of Abdominal Wall, Subsequent Encounter"
"S30.23XA","S30.23XA Contusion Of Vagina And Vulva, Initial Encounter"
"S30.822A","S30.822A Blister (Nonthermal) Of Penis, Initial Encounter"
"S31.103A","S31.103A Unspecified Open Wound Of Abdominal Wall, Right Lower Quadrant Without Penetration Into Peritoneal Cavity, Initial Encounter"
"S31.105A","S31.105A Unspecified Open Wound Of Abdominal Wall, Periumbilic Region Without Penetration Into Peritoneal Cavity, Initial Encounter"
"S31.609A","S31.609A Unspecified Open Wound Of Abdominal Wall, Unspecified Quadrant With Penetration Into Peritoneal Cavity, Initial Encounter"
"S31.819A","S31.819A Unspecified Open Wound Of Right Buttock, Initial Encounter"
"S32.001A","S32.001A Stable Burst Fracture Of Unspecified Lumbar Vertebra, Initial Encounter For Closed Fracture"
"S32.009G","S32.009G Unspecified Fracture Of Unspecified Lumbar Vertebra, Subsequent Encounter For Fracture With Delayed Healing"
"S32.010D","S32.010D Wedge Compression Fracture Of First Lumbar Vertebra, Subsequent Encounter For Fracture With Routine Healing"
"S32.010S","S32.010S Wedge Compression Fracture Of First Lumbar Vertebra, Sequela"
"S32.011S","S32.011S Stable Burst Fracture Of First Lumbar Vertebra, Sequela"
"S32.030A","S32.030A Wedge Compression Fracture Of Third Lumbar Vertebra, Initial Encounter For Closed Fracture"
"S32.10XG","S32.10XG Unspecified Fracture Of Sacrum, Subsequent Encounter For Fracture With Delayed Healing"
"S32.19XA","S32.19XA Other Fracture Of Sacrum, Initial Encounter For Closed Fracture"
"S32.302A","S32.302A Unspecified Fracture Of Ilium, Left Side, Initial Encounter For Closed Fracture"
"S32.409S","S32.409S Unspecified Fracture Of Acetabulum, Unspecified Side, Sequela"
"S32.411D","S32.411D Displaced Fracture Of Anterior Wall Of Acetabulum, Right Side, Subsequent Encounter For Fracture With Routine Healing"
"S32.511A","S32.511A Fracture Of Right Superior Rim Of Pubis, Initial Encounter For Closed Fracture"
"S32.599A","S32.599A Other Specified Fracture Of Unspecified Pubis, Initial Encounter For Closed Fracture"
"S32.599S","S32.599S Other Specified Fracture Of Unspecified Pubis, Sequela"
"S34.104A","S34.104A Unspecified Injury To L4 Level Of Lumbar Spinal Cord, Initial Encounter"
"S36.021A","S36.021A Major Contusion Of Spleen, Initial Encounter"
"S36.590A","S36.590A Other Injury Of Ascending [Right] Colon, Initial Encounter"
"S37.23XA","S37.23XA Laceration Of Bladder, Initial Encounter"
"S37.30XA","S37.30XA Unspecified Injury Of Urethra, Initial Encounter"
"S39.012S","S39.012S Strain Of Muscle, Fascia And Tendon Of Lower Back, Sequela"
"S40.011A","S40.011A Contusion Of Right Shoulder, Initial Encounter"
"S40.811A","S40.811A Abrasion Of Right Upper Arm, Initial Encounter"
"S42.011A","S42.011A Anterior Displaced Fracture Of Sternal End Of Right Clavicle, Initial Encounter For Closed Fracture"
"S42.021G","S42.021G Displaced Fracture Of Shaft Of Right Clavicle, Subsequent Encounter For Fracture With Delayed Healing"
"S42.035A","S42.035A Nondisplaced Fracture Of Lateral End Of Left Clavicle, Initial Encounter For Closed Fracture"
"S42.111A","S42.111A Displaced Fracture Of Body Of Scapula, Right Shoulder, Initial Encounter For Closed Fracture"
"S42.141A","S42.141A Displaced Fracture Of Glenoid Cavity Of Scapula, Right Shoulder, Initial Encounter For Closed Fracture"
"S36.419A","S36.419A Primary Blast Injury Of Unspecified Part Of Small Intestine, Initial Encounter"
"S37.20XA","S37.20XA Unspecified Injury Of Bladder, Initial Encounter"
"S37.22XA","S37.22XA Contusion Of Bladder, Initial Encounter"
"S39.93XA","S39.93XA Unspecified Injury Of Pelvis, Initial Encounter"
"S40.022D","S40.022D Contusion Of Left Upper Arm, Subsequent Encounter"
"S41.112D","S41.112D Laceration Without Foreign Body Of Left Upper Arm, Subsequent Encounter"
"S42.032A","S42.032A Displaced Fracture Of Lateral End Of Left Clavicle, Initial Encounter For Closed Fracture"
"S42.131A","S42.131A Displaced Fracture Of Coracoid Process, Right Shoulder, Initial Encounter For Closed Fracture"
"S42.134A","S42.134A Nondisplaced Fracture Of Coracoid Process, Right Shoulder, Initial Encounter For Closed Fracture"
"S42.154A","S42.154A Nondisplaced Fracture Of Neck Of Scapula, Right Shoulder, Initial Encounter For Closed Fracture"
"S42.341A","S42.341A Displaced Spiral Fracture Of Shaft Of Humerus, Right Arm, Initial Encounter For Closed Fracture"
"S42.342D","S42.342D Displaced Spiral Fracture Of Shaft Of Humerus, Left Arm, Subsequent Encounter For Fracture With Routine Healing"
"S42.352A","S42.352A Displaced Comminuted Fracture Of Shaft Of Humerus, Left Arm, Initial Encounter For Closed Fracture"
"S42.354A","S42.354A Nondisplaced Comminuted Fracture Of Shaft Of Humerus, Right Arm, Initial Encounter For Closed Fracture"
"S42.392A","S42.392A Other Fracture Of Shaft Of Left Humerus, Initial Encounter For Closed Fracture"
"S42.91XA","S42.91XA Fracture Of Right Shoulder Girdle, Part Unspecified, Initial Encounter For Closed Fracture"
"S42.92XD","S42.92XD Fracture Of Left Shoulder Girdle, Part Unspecified, Subsequent Encounter For Fracture With Routine Healing"
"S43.004D","S43.004D Unspecified Dislocation Of Right Shoulder Joint, Subsequent Encounter"
"S43.006A","S43.006A Unspecified Dislocation Of Unspecified Shoulder Joint, Initial Encounter"
"S43.014A","S43.014A Anterior Dislocation Of Right Humerus, Initial Encounter"
"S43.431A","S43.431A Superior Glenoid Labrum Lesion Of Right Shoulder, Initial Encounter"
"S46.002S","S46.002S Unspecified Injury Of Muscle(S) And Tendon(S) Of The Rotator Cuff Of Left Shoulder, Sequela"
"S46.009A","S46.009A Unspecified Injury Of Muscle(S) And Tendon(S) Of The Rotator Cuff Of Unspecified Shoulder, Initial Encounter"
"S46.912A","S46.912A Strain Of Unspecified Muscle, Fascia And Tendon At Shoulder And Upper Arm Level, Left Arm, Initial Encounter"
"S46.912S","S46.912S Strain Of Unspecified Muscle, Fascia And Tendon At Shoulder And Upper Arm Level, Left Arm, Sequela"
"S51.001A","S51.001A Unspecified Open Wound Of Right Elbow, Initial Encounter"
"S51.012D","S51.012D Laceration Without Foreign Body Of Left Elbow, Subsequent Encounter"
"S52.124A","S52.124A Nondisplaced Fracture Of Head Of Right Radius, Initial Encounter For Closed Fracture"
"S52.202D","S52.202D Unspecified Fracture Of Shaft Of Left Ulna, Subsequent Encounter For Closed Fracture With Routine Healing"
"S52.355A","S52.355A Nondisplaced Comminuted Fracture Of Shaft Of Radius, Left Arm, Initial Encounter For Closed Fracture"
"S52.531A","S52.531A Colles' Fracture Of Right Radius, Initial Encounter For Closed Fracture"
"S52.592D","S52.592D Other Fractures Of Lower End Of Left Radius, Subsequent Encounter For Closed Fracture With Routine Healing"
"S52.691A","S52.691A Other Fracture Of Lower End Of Right Ulna, Initial Encounter For Closed Fracture"
"S52.90XA","S52.90XA Unspecified Fracture Of Unspecified Forearm, Initial Encounter For Closed Fracture"
"S52.92XS","S52.92XS Unspecified Fracture Of Left Forearm, Sequela"
"S53.144A","S53.144A Lateral Dislocation Of Right Ulnohumeral Joint, Initial Encounter"
"S59.002A","S59.002A Unspecified Physeal Fracture Of Lower End Of Ulna, Left Arm, Initial Encounter For Closed Fracture"
"S59.901A","S59.901A Unspecified Injury Of Right Elbow, Initial Encounter"
"S59.911A","S59.911A Unspecified Injury Of Right Forearm, Initial Encounter"
"S60.011A","S60.011A Contusion Of Right Thumb Without Damage To Nail, Initial Encounter"
"S60.221A","S60.221A Contusion Of Right Hand, Initial Encounter"
"S60.410A","S60.410A Abrasion Of Right Index Finger, Initial Encounter"
"S60.420A","S60.420A Blister (Nonthermal) Of Right Index Finger, Initial Encounter"
"S60.522A","S60.522A Blister (Nonthermal) Of Left Hand, Initial Encounter"
"S61.012A","S61.012A Laceration Without Foreign Body Of Left Thumb Without Damage To Nail, Initial Encounter"
"S61.012D","S61.012D Laceration Without Foreign Body Of Left Thumb Without Damage To Nail, Subsequent Encounter"
"S61.213D","S61.213D Laceration Without Foreign Body Of Left Middle Finger Without Damage To Nail, Subsequent Encounter"
"S61.412S","S61.412S Laceration Without Foreign Body Of Left Hand, Sequela"
"S61.512A","S61.512A Laceration Without Foreign Body Of Left Wrist, Initial Encounter"
"S62.001A","S62.001A Unspecified Fracture Of Navicular [Scaphoid] Bone Of Right Wrist, Initial Encounter For Closed Fracture"
"S62.102S","S62.102S Fracture Of Unspecified Carpal Bone, Left Wrist, Sequela"
"S62.317A","S62.317A Displaced Fracture Of Base Of Fifth Metacarpal Bone. Left Hand, Initial Encounter For Closed Fracture"
"S62.317D","S62.317D Displaced Fracture Of Base Of Fifth Metacarpal Bone. Left Hand, Subsequent Encounter For Fracture With Routine Healing"
"S62.327A","S62.327A Displaced Fracture Of Shaft Of Fifth Metacarpal Bone, Left Hand, Initial Encounter For Closed Fracture"
"S33.4XXD","S33.4XXD Traumatic Rupture Of Symphysis Pubis, Subsequent Encounter"
"S34.111D","S34.111D Complete Lesion Of L1 Level Of Lumbar Spinal Cord, Subsequent Encounter"
"S36.115A","S36.115A Moderate Laceration Of Liver, Initial Encounter"
"S36.30XA","S36.30XA Unspecified Injury Of Stomach, Initial Encounter"
"S36.400A","S36.400A Unspecified Injury Of Duodenum, Initial Encounter"
"S36.400S","S36.400S Unspecified Injury Of Duodenum, Sequela"
"S36.898A","S36.898A Other Injury Of Other Intra-Abdominal Organs, Initial Encounter"
"S39.013A","S39.013A Strain Of Muscle, Fascia And Tendon Of Pelvis, Initial Encounter"
"S40.219A","S40.219A Abrasion Of Unspecified Shoulder, Initial Encounter"
"S42.032D","S42.032D Displaced Fracture Of Lateral End Of Left Clavicle, Subsequent Encounter For Fracture With Routine Healing"
"S42.101A","S42.101A Fracture Of Unspecified Part Of Scapula, Right Shoulder, Initial Encounter For Closed Fracture"
"S42.191A","S42.191A Fracture Of Other Part Of Scapula, Right Shoulder, Initial Encounter For Closed Fracture"
"S42.212A","S42.212A Unspecified Displaced Fracture Of Surgical Neck Of Left Humerus, Initial Encounter For Closed Fracture"
"S42.252A","S42.252A Displaced Fracture Of Greater Tuberosity Of Left Humerus, Initial Encounter For Closed Fracture"
"S42.301D","S42.301D Unspecified Fracture Of Shaft Of Humerus, Right Arm, Subsequent Encounter For Fracture With Routine Healing"
"S42.301K","S42.301K Unspecified Fracture Of Shaft Of Humerus, Right Arm, Subsequent Encounter For Fracture With Nonunion"
"S42.331K","S42.331K Displaced Oblique Fracture Of Shaft Of Humerus, Right Arm, Subsequent Encounter For Fracture With Nonunion"
"S42.352D","S42.352D Displaced Comminuted Fracture Of Shaft Of Humerus, Left Arm, Subsequent Encounter For Fracture With Routine Healing"
"S42.391A","S42.391A Other Fracture Of Shaft Of Right Humerus, Initial Encounter For Closed Fracture"
"S42.492S","S42.492S Other Displaced Fracture Of Lower End Of Left Humerus, Sequela"
"S42.91XG","S42.91XG Fracture Of Right Shoulder Girdle, Part Unspecified, Subsequent Encounter For Fracture With Delayed Healing"
"S42.92XA","S42.92XA Fracture Of Left Shoulder Girdle, Part Unspecified, Initial Encounter For Closed Fracture"
"S43.005A","S43.005A Unspecified Dislocation Of Left Shoulder Joint, Initial Encounter"
"S43.101A","S43.101A Unspecified Dislocation Of Right Acromioclavicular Joint, Initial Encounter"
"S43.439A","S43.439A Superior Glenoid Labrum Lesion Of Unspecified Shoulder, Initial Encounter"
"S46.911A","S46.911A Strain Of Unspecified Muscle, Fascia And Tendon At Shoulder And Upper Arm Level, Right Arm, Initial Encounter"
"S46.911S","S46.911S Strain Of Unspecified Muscle, Fascia And Tendon At Shoulder And Upper Arm Level, Right Arm, Sequela"
"S49.191D","S49.191D Other Physeal Fracture Of Lower End Of Humerus, Right Arm, Subsequent Encounter For Fracture With Routine Healing"
"S50.311A","S50.311A Abrasion Of Right Elbow, Initial Encounter"
"S50.312D","S50.312D Abrasion Of Left Elbow, Subsequent Encounter"
"S50.852A","S50.852A Superficial Foreign Body Of Left Forearm, Initial Encounter"
"S50.872A","S50.872A Other Superficial Bite Of Left Forearm, Initial Encounter"
"S52.042A","S52.042A Displaced Fracture Of Coronoid Process Of Left Ulna, Initial Encounter For Closed Fracture"
"S52.044A","S52.044A Nondisplaced Fracture Of Coronoid Process Of Right Ulna, Initial Encounter For Closed Fracture"
"S52.181B","S52.181B Other Fracture Of Upper End Of Right Radius, Initial Encounter For Open Fracture Type I Or II"
"S52.301A","S52.301A Unspecified Fracture Of Shaft Of Right Radius, Initial Encounter For Closed Fracture"
"S52.322D","S52.322D Displaced Transverse Fracture Of Shaft Of Left Radius, Subsequent Encounter For Closed Fracture With Routine Healing"
"S52.571A","S52.571A Other Intraarticular Fracture Of Lower End Of Right Radius, Initial Encounter For Closed Fracture"
"S52.572A","S52.572A Other Intraarticular Fracture Of Lower End Of Left Radius, Initial Encounter For Closed Fracture"
"S52.602D","S52.602D Unspecified Fracture Of Lower End Of Left Ulna, Subsequent Encounter For Closed Fracture With Routine Healing"
"S52.692A","S52.692A Other Fracture Of Lower End Of Left Ulna, Initial Encounter For Closed Fracture"
"S60.561A","S60.561A Insect Bite (Nonvenomous) Of Right Hand, Initial Encounter"
"S60.942A","S60.942A Unspecified Superficial Injury Of Right Middle Finger, Initial Encounter"
"S61.219A","S61.219A Laceration Without Foreign Body Of Unspecified Finger Without Damage To Nail, Initial Encounter"
"S62.102A","S62.102A Fracture Of Unspecified Carpal Bone, Left Wrist, Initial Encounter For Closed Fracture"
"S62.102D","S62.102D Fracture Of Unspecified Carpal Bone, Left Wrist, Subsequent Encounter For Fracture With Routine Healing"
"S62.397A","S62.397A Other Fracture Of Fifth Metacarpal Bone, Left Hand, Initial Encounter For Closed Fracture"
"S62.397D","S62.397D Other Fracture Of Fifth Metacarpal Bone, Left Hand, Subsequent Encounter For Fracture With Routine Healing"
"S62.509A","S62.509A Fracture Of Unspecified Phalanx Of Unspecified Thumb, Initial Encounter For Closed Fracture"
"S62.602A","S62.602A Fracture Of Unspecified Phalanx Of Right Middle Finger, Initial Encounter For Closed Fracture"
"S62.615A","S62.615A Displaced Fracture Of Proximal Phalanx Of Left Ring Finger, Initial Encounter For Closed Fracture"
"S62.668A","S62.668A Nondisplaced Fracture Of Distal Phalanx Of Other Finger, Initial Encounter For Closed Fracture"
"S62.91XA","S62.91XA Unspecified Fracture Of Right Wrist And Hand, Initial Encounter For Closed Fracture"
"R11.11","R11.11 Vomiting Without Nausea"
"R11.13","R11.13 Vomiting Of Fecal Matter"
"R11.14","R11.14 Bilious Vomiting"
"R16.2","R16.2 Hepatomegaly With Splenomegaly, Not Elsewhere Classified"
"R22.30","R22.30 Localized Swelling, Mass And Lump, Upper Limb, Unspecified Side"
"R23.3","R23.3 Spontaneous Ecchymoses"
"R25.2","R25.2 Cramp And Spasm"
"R26.1","R26.1 Paralytic Gait"
"R26.2","R26.2 Difficulty In Walking, Not Elsewhere Classified"
"R29.708","R29.708 Nihss Score 8"
"R29.898","R29.898 Other Symptoms And Signs Involving The Musculoskeletal System"
"R29.90","R29.90 Unspecified Symptoms And Signs Involving The Nervous System"
"R30.0","R30.0 Dysuria"
"R31.0","R31.0 Gross Hematuria"
"R34","R34 Anuria And Oliguria"
"R39.12","R39.12 Poor Urinary Stream"
"R39.13","R39.13 Splitting Of Urinary Stream"
"R40.2342","R40.2342 Coma Scale, Best Motor Response, Flexion Withdrawal, At Arrival To Emergency Department"
"R40.2352","R40.2352 Coma Scale, Best Motor Response, Localizes Pain, At Arrival To Emergency Department"
